File,Type,Title,Creator,License,Source URL,Attribution
"images-pexels/wine-cellar-barrels-4.jpg","image","Close-up view of aligned wooden wine barrels aging in a dimly lit cellar.","Tim Durand","Pexels License","https://www.pexels.com/photo/wooden-wine-kegs-16547190/","Photo by Tim Durand / Pexels — https://www.pexels.com/photo/wooden-wine-kegs-16547190/"
"images-pexels/wine-glass-restaurant-1.jpg","image","A stylish arrangement of wine glasses in a cozy bistro setting with warm lighting.","Vladimir Srajber","Pexels License","https://www.pexels.com/photo/abundance-of-glasses-in-bar-19393192/","Photo by Vladimir Srajber / Pexels — https://www.pexels.com/photo/abundance-of-glasses-in-bar-19393192/"
"images-pexels/wine-glass-restaurant-2.jpg","image","Close-up of wine bottles and glasses on wooden shelves in a dimly lit cellar, creating a cozy ambiance.","Xuân Thống Trần","Pexels License","https://www.pexels.com/photo/wine-glasses-and-bottles-on-wooden-shelves-11851422/","Photo by Xuân Thống Trần / Pexels — https://www.pexels.com/photo/wine-glasses-and-bottles-on-wooden-shelves-11851422/"
"images-pexels/wine-tasting-glasses-5.jpg","image","Elegant wine tasting event with cheese platter and detailed tasting notes for a refined experience.","Pavel Danilyuk","Pexels License","https://www.pexels.com/photo/person-holding-silver-pen-writing-on-white-paper-8775200/","Photo by Pavel Danilyuk / Pexels — https://www.pexels.com/photo/person-holding-silver-pen-writing-on-white-paper-8775200/"
"images-pexels/wine-vineyard-1.jpg","image","Scenic aerial view of Douro Valley vineyards and river, Portugal's wine region.","Matheus De Moraes Gugelmim","Pexels License","https://www.pexels.com/photo/valley-of-duero-20095795/","Photo by Matheus De Moraes Gugelmim / Pexels — https://www.pexels.com/photo/valley-of-duero-20095795/"
"images-pexels/woman-traveling-alone-city-2.jpg","image","Side view of serious young female sitting on edge of old building and looking at city street","ArtHouse Studio","Pexels License","https://www.pexels.com/photo/a-lonely-woman-sitting-on-a-cliff-overlooking-the-city-4348333/","Photo by ArtHouse Studio / Pexels — https://www.pexels.com/photo/a-lonely-woman-sitting-on-a-cliff-overlooking-the-city-4348333/"
"images-pexels/woman-traveling-alone-city-4.jpg","image","A young woman with a backpack strolls through a quiet urban alleyway in daylight.","Min An","Pexels License","https://www.pexels.com/photo/fired-up-movie-scene-749116/","Photo by Min An / Pexels — https://www.pexels.com/photo/fired-up-movie-scene-749116/"
"images/belem-4.jpg","image","File:Torre de Belém por Rodrigo Tetsuo Argenton (2).jpg","Rodrigo.Argenton","CC BY-SA 4.0","","“File:Torre de Belém por Rodrigo Tetsuo Argenton (2).jpg” by Rodrigo.Argenton, Wikimedia Commons (CC BY-SA 4.0)"
"images/hero-skyline-3.jpg","image","File:View looking over Lisbon from rooftop of the Museu da Agua (Museum of Water) in Lisbon, Portugal (55118451543).jpg","Philip Mallis from Melbourne","CC BY-SA 4.0","","“File:View looking over Lisbon from rooftop of the Museu da Agua (Museum of Water) in Lisbon, Portugal (55118451543).jpg” by Philip Mallis from Melbourne, Wikimedia Commons (CC BY-SA 4.0)"
"images/market-food-2.jpg","image","File:Mercado da Ribeira, Lisbon 02.jpg","Simon Burchell","CC BY-SA 4.0","","“File:Mercado da Ribeira, Lisbon 02.jpg” by Simon Burchell, Wikimedia Commons (CC BY-SA 4.0)"
"images/metro-1.jpg","image","File:Metro Lisboa January 2015-2a.jpg","Alvesgaspar","CC BY-SA 4.0","","“File:Metro Lisboa January 2015-2a.jpg” by Alvesgaspar, Wikimedia Commons (CC BY-SA 4.0)"
"images/metro-2.jpg","image","File:Oriente metro station, Lisbon (34262572114).jpg","Susanne Nilsson","CC BY-SA 2.0","","“File:Oriente metro station, Lisbon (34262572114).jpg” by Susanne Nilsson, Wikimedia Commons (CC BY-SA 2.0)"
"images/metro-4.jpg","image","File:Reboleira metro station (Lisbon).02.jpg","Nenea hartia","CC BY-SA 4.0","","“File:Reboleira metro station (Lisbon).02.jpg” by Nenea hartia, Wikimedia Commons (CC BY-SA 4.0)"
"images/miradouro-1.jpg","image","File:Miradouro da Senhora do Monte - Lisboa - Portugal (10730214253).jpg","Vitor Oliveira from Torres Vedras, PORTUGAL","CC BY-SA 2.0","","“File:Miradouro da Senhora do Monte - Lisboa - Portugal (10730214253).jpg” by Vitor Oliveira from Torres Vedras, PORTUGAL, Wikimedia Commons (CC BY-SA 2.0)"
"images/miradouro-3.jpg","image","File:Miradouro da Senhora do Monte - Lisboa - Portugal (5284679155).jpg","Vitor Oliveira from Torres Vedras, PORTUGAL","CC BY-SA 2.0","","“File:Miradouro da Senhora do Monte - Lisboa - Portugal (5284679155).jpg” by Vitor Oliveira from Torres Vedras, PORTUGAL, Wikimedia Commons (CC BY-SA 2.0)"
"images/miradouro-4.jpg","image","File:Miradouro da Senhora do Monte (38530147244).jpg","Pedro from Lisboa, Portugal","CC BY 2.0","","“File:Miradouro da Senhora do Monte (38530147244).jpg” by Pedro from Lisboa, Portugal, Wikimedia Commons (CC BY 2.0)"
"images/sintra-1.jpg","image","File:Castelo dos Mouros, Sintra, Portugal, 2019-05-25, DD 111.jpg","Diego Delso","CC BY-SA 4.0","","“File:Castelo dos Mouros, Sintra, Portugal, 2019-05-25, DD 111.jpg” by Diego Delso, Wikimedia Commons (CC BY-SA 4.0)"
"videos/lisbon-aerial-4823566-4k.part001-.part007","video","Different aerial footages of Lisbon and Sintra in Portugal","Pexels contributor","Pexels License","https://www.pexels.com/video/different-aerial-footages-of-lisbon-and-sintra-in-portugal-4823566/","4K video from Pexels used on the fictional Southridge Video page: Different aerial footages of Lisbon and Sintra in Portugal — https://www.pexels.com/video/different-aerial-footages-of-lisbon-and-sintra-in-portugal-4823566/"

